gvkey,conm,price_2019,price_2020,price_2021,price_2022,price_2023,price_2024,eps_2019,eps_2020,eps_2021,eps_2022,eps_2023,eps_2024
325882,RARE FOODS AUSTRALIA LIMITED,0.17,0.09,0.073,0.068,0.056,0.012,0.0059,-0.024,-0.0084,-0.0042,-0.0071,-0.0194
285929,RAREX LTD,0.054,0.115,0.1,0.057,0.033,0.012,-6e-4,-0.0248,-0.0154,-0.0232,-0.0154,-0.0047
351196,RAS TECHNOLOGY HOLDINGS LTD,NA,NA,NA,0.58,0.85,1.39,NA,NA,NA,-0.0716,-0.0285,-0.0084
282481,RBR GROUP LTD,0.013,0.011,0.006,0.004,0.003,0.001,-0.0021,-0.0024,-0.002,4e-4,-5e-4,-6e-4
248015,REA GROUP LTD,108.22,109.97,158.85,114.85,154.32,201,0.7972,0.8532,2.4459,2.9126,2.6967,2.2929
254900,REACH RESOURCES LIMITED,0.004,0.004,0.009,0.007,0.014,0.013,1e-4,2e-4,-5e-4,-3e-4,-0.0012,0.0029
326570,READCLOUD LTD,0.395,0.34,0.235,0.125,0.047,NA,-0.0187,-0.0101,-0.0104,-0.0137,-0.0182,-0.007
331734,READYTECH HOLDINGS LTD,1.78,1.94,3.49,2.86,3.7,3,-0.0215,0.0493,0.0237,0.0828,0.0438,0.0466
321154,RECCE PHARMACEUTICALS LTD,0.35,1.145,0.98,0.745,0.485,0.535,-0.0295,-0.0339,-0.087,-0.0631,-0.0752,-0.0997
350672,RECHARGE METALS LIMITED,NA,NA,NA,0.16,0.2,0.028,NA,NA,NA,-0.0336,-0.0299,-0.0156
234811,RECKON LTD,0.52,0.785,0.895,0.48,0.54,NA,0.0717,0.0859,0.0857,0.0402,0.0491,NA
253563,RECTIFIER TECHNOLOGIES LTD,0.059,0.04,0.031,0.031,0.049,0.008,0.0016,0.0013,4e-4,4e-4,0.0047,5e-4
253439,RED HAWK MINING LIMITED,0.053,0.048,0.8,0.56,0.655,0.78,-0.0016,-0.002,-0.0206,-0.0142,0.0781,-0.0535
275521,RED HILL MINERALS LTD,0.15,0.22,3.94,3.67,4.7,3.8,-0.0105,-0.0081,-0.0276,2.2901,-0.0354,2.404
259011,RED METAL LTD,0.115,0.105,0.1,0.075,0.082,0.1125,-0.0062,0.0012,-0.0056,-0.0093,-0.0253,-0.0201
299587,RED MOUNTAIN MINING LTD,0.007,0.008,0.009,0.0065,0.004,0.001,-0.0015,-0.0023,-0.0015,-0.001,-0.0023,-0.001
349004,RED RIDGE GROUP LIMITED,NA,0.2,NA,0.11,0.011,NA,NA,NA,-0.0116,-0.0149,-0.0104,NA
273502,RED RIVER RESOURCES LTD,0.165,0.14,0.17,0.08,NA,NA,0.0077,-0.0134,0.0114,0.0075,NA,NA
284723,RED SKY ENERGY LTD,0.001,0.009,0.0065,0.004,0.005,NA,-0.0014,-0.001,-3e-4,-3e-4,-3e-4,NA
329643,REDCAPE HOTEL GROUP PTY LTD,1.075,0.9,1.09,NA,NA,NA,-0.0093,0.0203,0.0516,-0.0776,NA,NA
256402,REDCASTLE RESOURCES LIMITED,0.008,0.008,0.008,0.015,0.014,0.009,-0.0034,-0.0024,-0.0019,-0.0057,-0.0019,-0.0017
241878,REDFLEX HOLDINGS LTD,0.48,0.39,NA,NA,NA,NA,-0.0374,-0.069,NA,NA,NA,NA
296289,REDFLOW LTD,0.045,0.031,0.0595,0.039,0.22,NA,-0.0159,-0.0109,-0.0082,-0.0094,-0.0785,NA
295430,REDHILL EDUCATION LTD,2.18,0.55,1.04,NA,NA,NA,0.049,-0.6311,-0.009,NA,NA,NA
259424,REDIVIUM LIMITED,0.01,0.007,0.034,0.021,0.008,0.007,-0.0011,-0.001,-7e-4,-0.0015,-0.0016,-7e-4
357325,REDOX LIMITED,NA,NA,NA,NA,2.22,3.3,NA,NA,NA,NA,NA,NA
278579,REDSTONE RESOURCES LTD,0.008,0.016,0.011,0.007,0.009,0.004,-6e-4,-3e-4,-5e-4,-9e-4,-6e-4,-0.0013
101605,REECE LTD,10.84,12.95,19.13,14.02,18.63,28.5,0.3604,0.3989,0.4421,0.6076,0.6003,0.6492
285158,REEDY LAGOON CORP LTD,0.004,0.012,0.025,0.014,0.006,0.003,-0.0022,-0.001,-0.0013,-0.0026,-0.0014,-0.0011
206145,REEF CASINO TRUST,1.65,2.35,3.03,3.145,3.05,NA,0.1339,-0.0084,0.2956,0.3612,0.2157,NA
353737,REGENER8 RESOURCES,NA,NA,NA,0.16,0.15,0.1,NA,NA,NA,NA,-0.0098,-0.0114
274429,REGIONAL EXPRESS HLDGS LTD,1.34,1.3,1.5,1.32,0.995,NA,0.1606,-0.1776,-0.0351,-0.415,0.1275,NA
318480,REGIS HEALTHCARE LTD,2.91,1.04,2.01,1.71,2.7,6.19,0.1693,0.0125,0.0663,-0.129,-0.0946,-0.0711
211367,REGIS RESOURCES LTD,4.9,5.01,2.01,1.56,1.49,2.04,0.3218,0.3926,0.2637,0.0183,-0.0322,-0.2463
325617,REGISTRY DIRECT LI,0.015,0.02,0.031,0.014,NA,NA,-0.0118,-0.0068,-0.0037,-0.0027,NA,NA
270418,REJECT SHOP LTD,1.95,6.44,6.35,4.15,5.7,3.21,-0.5847,0.0358,0.2174,0.2062,0.2716,0.1239
321584,RELIANCE WORLDWIDE CORP LTD,4.03,3.82,5.18,3.39,3.89,5.87,0.1696,0.1143,0.2404,0.1754,0.178,0.1404
350401,REMSENSE TECHNOLOGIES LTD,NA,NA,NA,0.165,0.065,0.029,NA,NA,NA,-0.0308,-0.0355,-0.0187
296278,RENASCOR RESOURCES LTD,0.015,0.011,0.135,0.185,0.125,0.081,-0.0012,-9e-4,-5e-4,-8e-4,2e-4,7e-4
281517,RENEGADE EXPLORATION LTD,0.0025,0.007,0.007,0.006,0.01,0.009,-9e-4,-0.0019,-9e-4,9e-4,-0.0017,-0.0011
253498,RENT.COM.AU LTD,0.033,0.048,0.094,0.036,0.02,0.019,-0.0105,-0.0057,-0.0036,-0.0066,-0.0078,-0.006
253637,RENU ENERGY LIMITED,0.026,0.028,0.048,0.042,0.029,0.002,-0.0377,-0.0337,-0.0101,-0.0127,-0.0029,-0.0076
275352,RESA GROUP LTD,0.02,0.0211,NA,NA,NA,NA,-0.2495,-0.0088,NA,NA,NA,NA
272247,RESAPP HEALTH LTD,0.245,0.105,0.067,0.205,NA,NA,-0.0079,-0.012,-0.0087,-0.0083,NA,NA
031887,RESMED INC,135.11,171.43,263.55,218.3,147.87,244.12,2.83,4.31,3.27,5.34,6.12,6.94
207221,RESOLUTE MINING LTD,0.81,0.44,0.33,0.42,0.43,NA,-0.115,-0.026,-0.2892,-0.0285,0.0308,NA
325222,RESOLUTION MINERALS LTD,0.033,0.044,0.02,0.01,0.007,0.002,-0.0259,-0.0102,-0.003,-0.0016,-0.0085,-0.0012
211517,RESONANCE HEALTH LTD,0.125,0.165,0.09,0.056,0.079,0.06,0.0031,-0.0017,0.0013,-0.0025,-0.0017,4e-4
291384,RESOURCE BASE LTD,0.034,0.034,0.215,0.105,0.14,0.034,NA,NA,NA,-0.0436,-0.0635,-0.034
297860,RESOURCE DEVELOPMENT GP-OLD,0.015,NA,NA,NA,NA,NA,-0.0028,0.0021,1e-4,0.0012,NA,NA
339747,RESOURCE DEVELOPMENT GROUP,0.018,0.07,0.051,0.06,0.045,0.029,NA,0.0021,1e-4,0.0012,0.0048,0.006
248826,RESOURCE MINING CORP,0.009,0.014,0.028,0.12,0.043,0.013,-0.0015,-0.0014,-0.0024,0.0083,-0.0226,-0.0054
272726,RESOURCES AND ENERGY GROUP,0.049,0.024,0.046,0.019,0.015,0.026,-0.0308,-0.004,-0.0035,3e-4,-0.0027,-0.0024
244819,RESPIRI LTD,0.081,0.21,0.069,0.04,0.034,0.036,-0.017,-0.0127,-0.0158,-0.0091,-0.0072,-0.007
278186,RETAIL FOOD GROUP LTD,0.175,0.084,0.078,0.053,0.051,0.067,-0.5466,0.0108,0.0035,0.0023,-0.0041,0.0023
274854,REVERSE CORP LTD,0.009,0.004,0.004,NA,NA,NA,-0.0145,-0.0019,-9e-4,NA,NA,NA
350052,REVOLVER RESOURCES HOLDINGS,NA,NA,0.345,0.27,0.095,0.043,NA,NA,NA,-0.0416,-0.0123,-0.0082
270961,REWARD MINERALS LTD,0.076,0.145,0.11,0.072,0.031,NA,0.0038,-0.0014,-0.0033,-0.02,-0.1029,NA
318481,REWARDLE HOLDINGS LTD,0.004,0.007,0.015,0.015,0.029,NA,-0.0021,-0.0014,-0.0011,-1e-4,0.0118,NA
286456,REX MINERALS LTD,0.091,0.145,0.25,0.21,0.17,0.465,-0.018,-0.017,-0.0236,-0.023,-0.0419,-0.0226
278110,REY RESOURCES LTD,0.29,0.19,0.19,0.12,0.18,0.036,-0.042,-0.0089,-0.0062,-0.0085,-0.0105,-0.0444
324054,RFM POULTRY,NA,NA,NA,NA,NA,NA,-0.2913,NA,NA,NA,NA,NA
287417,RHINOMED LTD,0.27,0.165,0.33,0.155,0.036,NA,-0.0446,-0.0443,-0.034,-0.0202,-0.0382,NA
272602,RHIPE LTD,2.62,1.92,2.48,NA,NA,NA,0.0453,0.0349,0.0454,NA,NA,NA
325750,RHYTHM BIOSCIENCES LTD,0.17,0.24,1.285,1.25,0.345,0.064,-0.0253,-0.0399,-0.0357,-0.0419,-0.0379,-0.03
322141,RICEGROWERS LTD,5.25,6.77,7.35,6.5,8.9,NA,0.4582,0.3458,0.7723,0.8377,0.975,NA
354888,RICHMOND VANADIUM TECH LTD,NA,NA,NA,NA,0.38,0.295,NA,NA,NA,NA,-0.0187,-0.0089
236262,RIDDOCK INTERNATIONAL LTD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207103,RIDLEY CORP LTD,0.995,0.815,1.34,2.04,2.3,2.62,0.0764,-0.0277,0.0781,0.1328,0.1324,0.1262
313544,RIEDEL RESOURCES LTD,0.01,0.021,0.014,0.007,0.0055,0.001,-0.0041,-0.0027,-0.0053,-7e-4,-6e-4,-0.003
253584,RIMFIRE PACIFIC MINING LTD,0.002,0.012,0.009,0.01,0.006,0.047,-9e-4,-6e-4,-2e-4,-5e-4,-4e-4,-7e-4
345546,RINCON RESOURCES LTD,NA,NA,0.22,0.1,0.033,0.026,NA,NA,-0.0223,-0.0253,-0.0192,-0.0089
019565,RIO TINTO GROUP,37.185,55.5,60.81,54.78,50.17,NA,4.9138,6.0399,13.0339,7.6676,6.2033,NA
254392,RISION LTD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325365,RIVERSGOLD LTD,0.015,0.053,0.028,0.036,0.013,0.005,-0.0438,-0.0085,-0.0042,-0.0212,-0.0033,-0.007
284915,RMA ENERGY LTD,0.001,0.001,NA,NA,NA,NA,-1e-4,-1e-4,NA,NA,NA,NA
327542,RMA GLOBAL LIMITED,0.225,0.23,0.22,0.16,0.081,0.061,-0.0197,-0.024,-0.0189,-0.014,-0.0094,-0.0066
242351,RMG LTD,0.007,0.007,NA,NA,NA,NA,-0.0027,-0.0015,NA,NA,NA,NA
235179,ROC OIL CO LTD,NA,NA,NA,NA,NA,NA,0.0341,-0.0092,0.0378,0.0703,0.0891,NA
350973,ROCKETBOOTS LIMITED,NA,NA,NA,0.11,0.15,0.099,NA,NA,NA,-0.0305,-0.0469,-0.0454
345928,ROCKETDNA LTD,NA,0.029,0.019,0.011,0.008,NA,NA,-0.0013,-0.0034,-0.0046,-0.0034,NA
351305,RONIN RESOURCES LTD,NA,NA,NA,0.15,0.14,0.105,NA,NA,NA,-0.025,-0.0196,-0.0317
324106,ROOLIFE GROUP LTD,0.034,0.029,0.021,0.014,0.012,0.004,-0.0195,-0.0113,-0.0097,-0.0039,-0.0033,-0.0029
323636,ROTO-GRO INTL LTD,0.15,0.045,0.029,0.011,NA,NA,-0.0613,-0.112,-0.022,-0.0374,NA,NA
271340,ROX RESOURCES LTD,0.027,0.053,0.375,0.265,0.235,0.135,-0.0022,-0.0052,-0.083,-0.0864,-0.0439,-0.0378
278222,ROYALCO RESOURCES LTD,0.19,NA,NA,NA,NA,NA,-0.0047,NA,NA,NA,NA,NA
332834,RPM AUTOMOTIVE GROUP LTD,0.16,0.185,0.36,0.195,0.089,0.07,NA,-0.02,0.0233,0.0186,0.0102,0.0222
288922,RPMGLOBAL HOLDINGS LTD,0.765,1.125,1.945,1.52,1.5,3,-0.0271,-0.0033,-0.0103,-0.0199,0.016,0.0385
350068,RUBICON WATER LIMITED,NA,NA,1.75,1.03,0.615,0.255,NA,NA,NA,-0.0027,-0.0637,-0.0624
351329,RUBIX RESOURCES LIMITED,NA,NA,NA,0.105,0.25,0.071,NA,NA,NA,-0.0324,-0.041,-0.0925
305088,RUMBLE RESOURCES LTD,0.079,0.18,0.435,0.25,0.11,0.044,-0.0055,-0.0022,-0.0014,-0.0048,-0.008,-0.0054
309394,RXP SERVICES LTD,0.49,0.38,NA,NA,NA,NA,-0.0015,-0.0065,NA,NA,NA,NA
320580,S2 RESOURCES LTD,0.145,0.25,0.085,0.135,0.18,0.08,-0.0334,-0.0302,-0.0234,-0.0211,-0.0181,-0.0178
253608,SABRE RESOURCES,0.004,0.01,0.006,0.006,0.034,0.015,-0.0343,-9e-4,-0.0028,-0.004,-0.0042,-0.0045
274847,SAFEROADS HOLDINGS LTD,0.19,0.165,0.225,0.125,0.125,0.041,-0.0012,0.0143,0.0144,0.0017,-0.0053,-0.0954
254542,SALMAT LTD,0.525,NA,NA,NA,NA,NA,-0.1301,NA,NA,NA,NA,NA
281439,SALT LAKE POTASH LTD,0.885,0.5,0.31,NA,NA,NA,-0.1374,-0.0546,-0.0084,NA,NA,NA
023999,SAMSON OIL & GAS LTD,NA,NA,NA,NA,NA,NA,-0.0218,NA,NA,NA,NA,NA
260564,SANDFIRE RESOURCES LTD,6.56,4.08,5.48,3.73,6.16,10.84,0.6676,0.4288,0.9629,0.3205,-0.1181,-0.038
314091,SANTA FE MINERALS LTD,0.09,0.08,0.085,0.085,0.044,0.037,-0.0108,-0.0134,-0.0019,-0.0101,-0.014,-0.0118
315215,SANTANA MINERALS LTD,0.003,0.003,0.155,0.66,0.525,2.23,-0.0048,-8e-4,-0.0268,-0.0082,-0.0457,-0.0142
100165,SANTOS LTD,3.42,7.1,7.74,6.9,7.75,NA,0.3236,-0.1714,0.3085,0.6303,0.4341,NA
253616,SARACEN MINERAL HOLDINGS,3.45,5.17,NA,NA,NA,NA,0.1128,0.191,NA,NA,NA,NA
352635,SARYTOGAN GRAPHITE LIMITED,NA,NA,NA,0.295,0.195,0.086,NA,NA,NA,NA,-0.0152,-0.0207
326631,SATURN METALS LTD,0.47,0.665,0.395,0.25,0.155,0.28,-0.0208,-0.0199,-0.0187,-0.0188,-0.0252,-0.0138
287580,SAUNDERS INTL LTD,0.25,0.59,0.77,1,1.01,0.89,-0.0172,0.0123,0.0536,0.0624,0.0884,0.0827
253578,SAVANNAH GOLDFIELDS LIMITED,0.006,0.007,0.005,0.0055,0.07,NA,5e-4,4e-4,-1e-4,-2e-4,-0.0833,NA
270457,SAYONA MINING LTD,0.01,0.01,0.175,0.235,0.093,0.035,-0.0013,-0.0026,-0.0013,0.0087,-0.0016,-0.0099
330020,SCALARE PARTNERS HOLDINGS LI,0.036,0.23,0.11,0.046,1.104,NA,NA,-0.0186,-0.0234,-0.0049,0.0167,NA
212431,SCANTECH LTD,NA,NA,NA,NA,NA,NA,0.2019,0.2384,0.4032,0.252,0.3093,NA
211585,SCHAFFER CORP,14.1,15.25,21.93,17.42,17.09,22.4,1.6561,1.7191,2.8487,1.9105,0.9984,1.9885
253639,SCIDEV LIMITED,0.41,0.665,0.8,0.285,0.3,0.64,-0.0269,-0.0069,0.0226,-0.0035,-0.0018,0.0115
283459,SCORPION MINERALS LTD,0.009,0.095,0.059,0.073,0.055,0.019,-0.0151,-0.0043,-0.0098,-0.0033,-0.0093,-0.0081
287866,SCOTGOLD RESOURCES LTD,0.405,1.53,0.86,0.62,NA,NA,NA,NA,NA,NA,NA,NA
325271,SCOUT SECURITY LTD,0.076,0.079,0.058,0.031,0.015,0.52,-0.0318,-0.0134,-0.0295,-0.0217,-0.0218,-0.0155
249510,SDI LTD,0.805,0.79,1.02,0.82,0.8,0.93,0.0617,0.0356,0.0752,0.0613,0.0594,0.0877
221190,SEAFARMS GROUP LTD,0.096,0.125,0.06,0.013,0.005,0.0025,-0.0186,-0.0124,-0.0106,-0.0187,-0.0032,-0.004
274640,SEEING MACHINES LD,0.045,0.0478,0.096,0.0535,0.0545,0.0475,-0.0169,-0.0139,-0.0048,-0.0063,-0.0037,-0.0075
272775,SEEK LTD,21.47,21.29,31.12,19.17,22.07,24.85,0.5134,-0.3173,0.2971,0.6805,0.5711,-0.1681
211572,SELECT HARVESTS LTD,8.39,5.22,6.21,3.9,2.9,NA,0.555,0.2601,0.2127,0.0511,-0.948,0.0124
209221,SENETAS CORP,0.08,0.06,0.049,0.027,0.021,0.023,-4e-4,-0.001,-0.0034,-0.0054,-0.006,-0.0044
023681,SENEX ENERGY LTD,0.345,0.32,3.69,NA,NA,NA,0.0023,-0.0353,0.3644,NA,NA,NA
323199,SENSERA LTD,0.096,0.053,0.037,0.015,0.015,NA,NA,NA,NA,NA,NA,NA
331000,SENTERPRISYS LTD,0.14,0.07,0.05,0.05,0.05,0.04,1e-4,0.002,0.0039,-0.0013,-7e-4,-0.0026
246004,SEQUOIA FINANCIAL GROUP LTD,0.197,0.32,0.7,0.55,0.485,0.395,-0.0085,0.0161,0.0432,0.043,-0.0291,-0.0237
314705,SERPENTINE TECHNOLOGIES LTD,0.004,NA,NA,NA,NA,NA,-8e-4,NA,NA,NA,NA,NA
241412,SERVCORP LTD,4.23,2.43,3.84,3.35,3.09,5.15,0.0556,0.0716,0.2285,0.2894,0.1143,0.399
271534,SERVICE STREAM LTD,2.62,2.05,0.89,0.68,0.93,1.52,0.1309,0.1213,0.0715,-0.0609,0.0072,0.0525
105117,SEVEN WEST MEDIA LTD,0.39,0.11,0.405,0.415,0.315,0.175,-0.2947,-0.1313,0.2068,0.1332,0.0941,0.0294
317261,SG FLEET GROUP LTD,2.32,1.54,2.98,2.01,2.46,2.5,0.232,0.1401,0.1622,0.1816,0.22,0.2623
208326,SGH LIMITED,17.42,17.92,20.69,16.95,31.15,42.88,0.651,0.3416,1.8381,1.0851,1.6694,1.2609
351336,SHAPE AUSTRALIA CO LTD,NA,NA,NA,1.6,1.57,2.7,NA,NA,NA,0.0873,0.1258,0.1925
321868,SHAVER SHOP GROUP LTD,0.62,0.885,1.02,1.08,1.045,1.235,0.0548,0.087,0.1417,0.1322,0.1312,0.1173
296352,SHEFFIELD RESOURCES LTD,0.415,0.285,0.325,0.4,0.47,0.31,-0.0418,-0.0281,0.0819,0.0753,-0.0239,-0.0819
315360,SHINE JUSTICE LTD,0.8,0.825,1.275,1.2,0.685,0.83,0.0806,0.124,0.1475,0.1817,0.0192,0.036
319927,SHRIRO HOLDINGS LTD,0.495,0.8,1.09,0.69,0.82,0.72,0.0682,0.1914,0.1424,0.1417,0.1024,0.0755
287877,SI6 METALS LIMITED,0.004,0.013,0.012,0.006,0.008,0.001,-0.0026,-0.0011,-0.0024,-0.0014,-0.0013,-0.0021
294647,SIBURAN RESOURCES LTD,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325076,SIENNA CANCER DIAG,0.04,NA,NA,NA,NA,NA,-0.0106,NA,NA,NA,NA,NA
274076,SIERRA RUTILE HOLDINGS LTD,NA,NA,NA,0.26,0.12,NA,NA,NA,NA,0.173,-0.0474,NA
254380,SIGMA HEALTHCARE LTD,0.605,0.6,0.5,0.7,1.265,NA,-0.0126,0.0606,-0.0073,0.0018,0.0044,NA
253419,SIHAYO GOLD LTD,0.018,0.024,0.009,0.003,0.0015,NA,-9e-4,-0.0011,-8e-4,-0.0108,-0.0015,NA
231316,SILEX SYSTEMS LTD,0.38,0.565,1.3,2.98,3.5,4.3,-0.03,-0.0455,-0.0401,-0.0483,-0.0809,-0.0963
345667,SILK LASER AUSTRALIA LIMITED,NA,NA,4.38,2.05,3.3,NA,NA,NA,0.1181,0.121,0.1362,NA
349397,SILK LOGISTICS HOLDINGS LTD,NA,NA,2.25,2.15,1.85,1.33,NA,NA,NA,0.1742,0.2079,0.0915
322152,SILVER HERITAGE LTD,0.01,NA,NA,NA,NA,NA,-0.0258,NA,NA,NA,NA,NA
287279,SILVER LAKE RESOURCES LTD,0.935,2.31,1.34,1.18,0.845,NA,0.0112,0.3109,0.1114,0.086,0.0331,NA
282372,SILVER MINES LTD,0.095,0.19,0.185,0.165,0.17,0.091,-0.0028,-0.0044,0.0049,-0.0104,-0.0031,-0.0015
326638,SIMBLE SOLUTIONS L,0.013,0.038,0.016,0.012,0.005,NA,-0.0672,-0.0062,-0.0041,-0.0056,-0.0025,NA
318694,SIMONDS GROUP LTD,0.365,0.36,0.44,0.19,0.16,0.18,0.0816,0.0495,0.0426,-0.0833,-0.0918,0.0084
208079,SIMS LTD,10.4,7.58,13.33,13.38,13.53,12.66,0.7513,-1.3125,1.141,3.031,0.9368,0.0093
346147,SINGULAR HEALTH GROUP LTD,NA,NA,0.235,0.11,0.037,0.09,NA,NA,-0.0602,-0.0582,-0.049,-0.018
252274,SIPA RESOURCES LTD,0.088,0.075,0.058,0.05,0.02,0.015,-0.002,0.0024,-0.0139,-0.0133,-0.0115,-4e-4
339999,SIREN GOLD LIMITED,NA,0.35,0.45,0.099,0.055,NA,NA,-0.0346,-0.0157,-0.0164,-0.0142,NA
253481,SITE GROUP INTERNATIONAL LTD,0.069,0.022,0.008,0.004,0.003,0.002,-0.0074,-0.0118,-0.0103,-0.0077,-0.0031,-0.0015
351013,SITEMINDER LTD,NA,NA,NA,3.09,4.63,6.32,NA,NA,NA,-0.5469,-0.189,-0.095
273070,SIV CAPITAL LTD,0.7,0.315,0.26,0.18,0.19,0.16,-1.6531,0.0414,0.0014,-0.0011,0.0037,0.0076
324217,SKIN ELEMENTS LTD,0.019,0.08,0.1,0.036,0.006,0.004,-0.0144,-0.0085,-0.0087,-0.004,-0.0261,-0.0039
253460,SKS TECHNOLOGIES GROUP LTD,0.14,0.12,0.18,0.23,0.19,1.54,3e-4,-0.0185,0.0161,0.028,0.0058,0.0604
277809,SKY AND SPACE COMPANY LTD,0.028,0.028,NA,NA,NA,NA,-0.0156,-0.0061,-0.1504,NA,NA,NA
260652,SKY METALS LTD,0.19,NA,0.099,0.05,0.043,0.046,-0.0071,NA,-0.0077,-0.0066,-0.025,-0.0041
212167,SKYCITY ENTERTAINMENT GROUP,4.01,2.98,3.2,2.71,1.93,1.38,0.238,0.3538,0.2055,-0.044,0.0105,-0.1889
284683,SLATER & GORDON LTD,1.115,0.975,0.755,0.53,NA,NA,0.4748,-0.0133,0.0977,0.0127,NA,NA
282223,SMART PARKING LTD,0.22,0.11,0.2,0.23,0.33,0.59,-0.0137,-0.0202,0.0149,0.0027,0.0182,0.0106
317925,SMARTGROUP CORPORATION LTD,4.89,6.33,8.55,6.41,9.71,NA,0.4767,0.3188,0.4541,0.4533,0.4774,NA
201555,SMARTPAY HOLDINGS LTD,0.665,0.88,0.63,1.87,1.33,NA,-0.026,-0.0724,0.0131,0.0355,0.0353,NA
327075,SMILES INCLUSIVE L,0.05,0.035,0.035,NA,NA,NA,-0.5329,-0.5234,0.3386,NA,NA,NA
355262,SOCO CORPORATION LTD,NA,NA,NA,NA,0.305,0.1,NA,NA,NA,NA,0.0131,-0.0036
352756,SOLSTICE MINERALS LIMITED,NA,NA,NA,0.145,0.13,0.215,NA,NA,NA,-0.231,-0.0689,0.046
327785,SOMERSET MINERALS LIMITED,0.165,0.2,0.18,0.054,0.026,0.003,-0.0249,-0.0638,-0.0371,-0.0149,-0.0249,-0.0381
271334,SOMNOMED LTD,2.38,2.28,2.35,1.47,0.705,0.4,-7e-4,-0.0069,-0.0138,-0.0563,-0.1001,-0.1014
207097,SONIC HEALTHCARE LTD,28.05,33.16,40.66,30.58,29.8,27.23,1.2249,1.1115,2.7547,3.0547,1.4581,1.0735
104566,SOUL PATTINSON WASH H & CO,21.72,25.34,32.48,27.94,33.42,33.47,1.0348,3.9807,1.1412,-0.258,2.1865,1.5578
319687,SOUTH32 LTD,2.62,2.04,3.53,3.63,3.39,3.77,0.0771,-0.0133,0.0298,0.5743,-0.0378,-0.1412
287431,SOUTHERN CROSS ELEC ENGR,0.57,0.51,0.64,0.65,0.81,1.835,0.0544,0.0446,0.0555,0.061,0.0769,0.0834
253462,SOUTHERN CROSS EXPLORATION,0.005,0.005,NA,NA,NA,NA,0.0036,-0.0014,NA,NA,NA,NA
352834,SOUTHERN CROSS GOLD LTD,NA,NA,0.37,0.5,2.98,NA,NA,NA,NA,-0.0233,-0.043,NA
274512,SOUTHERN CROSS MEDIA GROUP,1.235,0.15,2.17,0.92,0.76,0.48,-0.1188,0.0177,0.182,-0.583,0.0773,-0.9362
353132,SOUTHERN PALLADIUM LIMITED,NA,NA,NA,0.86,0.41,0.45,NA,NA,NA,-0.1752,-0.08,-0.0749
282353,SOVEREIGN METALS LTD,0.095,0.395,0.5,0.375,0.41,0.715,-0.021,-0.0083,-0.0127,-0.0317,-0.0124,-0.0334
295818,SOVRAN WHITE INTL LTD,0.011,0.011,NA,NA,NA,NA,-0.0309,-0.0036,NA,NA,NA,NA
253427,SPACETALK LTD,4.16,0.15,0.23,0.056,0.021,0.022,-0.3881,-0.031,-0.0109,-0.0366,-0.0429,-0.0132
346932,SPARC TECHNOLOGIES LIMITED,NA,NA,0.615,0.85,0.205,0.185,NA,NA,-0.0968,-0.1887,-0.053900000000000003,-0.0488
226142,SPARC TECHNOLOGIES LTD-OLD,0.001,0.001,NA,NA,NA,NA,-1e-4,-1e-4,NA,NA,NA,NA
274856,SPARK INFR GROUP,1.95,2.17,NA,NA,NA,NA,0.0469,0.061,NA,NA,NA,NA
104831,SPARK NEW ZEALAND LTD,4.41,4.7,4.78,5,4.81,3.03,NA,NA,NA,NA,NA,NA
293547,SPARTAN RESOURCES LIMITED,0.039,0.039,0.375,0.26,0.405,1.44,-0.1855,0.002,-0.2285,-0.2392,-0.0654,-0.0535
284478,SPECTRUM METALS LTD,0.074,NA,NA,NA,NA,NA,-0.0016,NA,NA,NA,NA,NA
325069,SPECTUR LTD NPV,0.097,0.063,0.092,0.033,0.019,0.019,-0.0482,-0.0225,-0.017,-0.018,-0.0162,-0.0111
318194,SPEEDCAST INTERNATIONAL LTD,0.79,NA,NA,NA,NA,NA,-1.9189,NA,NA,NA,NA,NA
253521,SPENDA LIMITED,0.008,0.035,0.056,0.012,0.01,0.01,-0.013,-0.0101,-0.0065,-0.0162,-0.0034,-0.0033
253411,SPIRIT TECHNOLOGY SOLUTIONS,0.215,0.35,0.235,0.064,0.042,0.057,-0.0032,-0.0042,0.0021,-0.0808,-0.0167,-0.0118
248808,SPORTS ENTERTAINMENT GRP LTD,0.28,0.25,0.23,0.25,0.23,0.255,0.0144,-0.0213,0.0089,0.0135,-0.0356,-0.0026
033805,SPORTSHERO LIMITED,0.06,0.021,0.029,0.02,0.019,0.012,-0.0093,-0.0039,-0.0037,-0.0032,-0.0038,-0.0011
208215,SPOTLESS GROUP LTD,NA,NA,NA,NA,NA,NA,0.0762,-0.0482,NA,NA,NA,NA
289337,SPRINTEX LTD,0.095,0.095,0.075,0.037,0.018,0.07,-0.0294,-0.0284,9e-4,-0.0254,-0.0172,-0.0113
355950,SQX RESOURCES LTD,NA,NA,NA,NA,0.135,0.092,NA,NA,NA,NA,NA,NA
247872,SRG GLOBAL LTD,0.41,0.29,0.51,0.67,0.655,1.11,0.0234,-0.0668,0.027,0.0452,0.0477,0.0661
