gvkey,conm,price_2019,price_2020,price_2021,price_2022,price_2023,price_2024,eps_2019,eps_2020,eps_2021,eps_2022,eps_2023,eps_2024
253534,FINDI LIMITED,0.21,0.038,0.018,0.385,4.7,NA,0.0206,-0.0036,-0.0085,0.0669,0.1028,NA
333370,FINEOS CORP HOLDINGS PLC,3.13,4.9,4.33,1.25,2,NA,NA,NA,NA,NA,NA,NA
346536,FIREBIRD METALS LIMITED,NA,NA,0.53,0.195,0.13,0.12,NA,NA,-0.2183,-0.0215,-0.0138,-0.0407
351728,FIREBRICK PHARMA LIMITED,NA,NA,NA,0.28,0.052,0.058,NA,NA,NA,-0.0326,-0.04,-0.0066
281718,FIREFINCH LTD,0.047,0.21,1.045,0.2,NA,NA,NA,NA,NA,NA,NA,NA
274063,FIREFLY METALS LTD,0.007,0.145,0.075,0.042,0.032,1.065,-0.0011,-0.007,-0.0021,-0.0018,-0.0016,-0.0687
282003,FIREFLY RESOURCES LTD,0.081,0.17,0.1,NA,NA,NA,-0.0019,-0.0963,-0.0308,NA,NA,NA
352650,FIRETAIL RESOURCES LIMITED,NA,NA,NA,0.2,0.099,0.099,NA,NA,NA,-0.045,-0.011,-0.0193
253407,FIRST GRAPHENE LTD,0.205,0.145,0.18,0.11,0.054,0.047,-0.0178,-0.0111,-0.0119,-0.0091,-0.0094,-0.01
236836,FIRST LITHIUM LIMITED,0.022,0.022,0.2,0.17,0.245,NA,NA,NA,NA,NA,NA,NA
297813,FIRSTWAVE CLOUD TECH LTD,0.205,0.13,0.075,0.04,0.055,0.028,-0.0446,-0.0424,-0.0161,-0.0114,-0.0081,-0.0135
101256,FISHER & PAYKEL HEALTHCARE,35.6,31.12,19.98,24.5,30.08,NA,0.5004,0.9106,0.6533,0.4329,0.2278,NA
253614,FITZROY RIVER CORP LTD,0.16,0.135,0.14,0.12,0.15,0.12,-0.005,-0.0675,9e-4,0.0079,0.0013,-7e-4
242719,FLEETWOOD LTD,1.93,1.74,2.27,1.45,1.89,1.845,0.154,-0.0192,0.1544,-0.4977,0.0217,0.0402
062403,FLETCHER BUILDING LTD,5.15,3.85,7.18,4.84,4.7,2.95,0.2884,-0.2347,0.3701,0.5353,0.3001,-0.1098
207300,FLIGHT CENTRE TRAVEL GROUP,47.6,13.77,21.46,14.22,19.38,22.35,2.6164,-5.5209,-2.1747,-1.4366,0.2313,0.6371
287853,FLUENCE CORPORATION LTD,0.3,0.21,0.23,0.19,0.175,NA,-0.0568,-0.0074,-0.014,-0.0249,-0.0218,NA
347442,FLYNN GOLD LTD,NA,NA,0.15,0.11,0.06,0.028,NA,NA,-0.133,-0.0407,-0.0496,-0.03
295976,FMR RESOURCES LIMITED,0.01,0.009,0.006,0.002,0.016,0.17,NA,NA,NA,NA,NA,NA
248129,FOCUS MINERALS LTD,0.155,0.285,0.245,0.165,0.18,NA,-0.0113,-0.043,-0.0366,-0.0144,-0.0098,NA
339132,FORBIDDEN FOODS LIMITED,NA,0.285,0.26,0.09,0.018,0.01,NA,NA,-0.0508,-0.0384,-0.0466,-0.012
346052,FORESTA GROUP HOLDING LTD,NA,NA,0.08,0.028,0.016,0.004,NA,NA,NA,NA,NA,NA
350168,FORRESTANIA RESOURCES LTD,NA,NA,NA,0.185,0.045,0.015,NA,NA,NA,-0.0504,-0.0264,-0.0434
212427,FORTESCUE LTD,8.8,16.3,14.96,16.82,20.92,20.68,1.0312,1.5387,3.3457,2.0142,1.5598,1.8476
347813,FOS CAPITAL LIMITED,NA,NA,0.255,0.225,0.175,0.27,NA,NA,NA,0.0076,0.0114,0.0117
253447,FOX RESOURCES LTD (AUSTRALIA,NA,NA,NA,NA,NA,NA,NA,-3e-4,-6e-4,-6e-4,NA,NA
259063,FREEDOM CARE GROUP HOLDINGS,0.105,0.067,0.064,4.608,NA,NA,NA,NA,NA,NA,NA,NA
295356,FREEDOM OIL AND GAS LTD,NA,NA,NA,NA,NA,NA,-0.0934,NA,NA,NA,NA,NA
253561,FREEHILL MINING LTD,0.012,0.059,0.028,0.015,0.004,0.006,-0.0043,-0.0029,-0.0014,-9e-4,-0.0078,-6e-4
316613,FREELANCER LTD,0.3,0.64,0.46,0.215,0.21,NA,-0.0035,-0.0014,-0.005,-0.012,4e-4,NA
310403,FRONTIER CAPITAL GROUP LTD,NA,NA,NA,NA,NA,NA,0.0077,NA,NA,NA,NA,NA
325990,FRONTIER DIAMONDS,0.024,NA,NA,NA,NA,NA,-0.0189,NA,NA,NA,NA,NA
322155,FRONTIER DIGITAL VENTURES,0.61,1.38,1.31,0.695,0.58,NA,-0.0062,-0.0468,-0.044,-0.027,-0.0206,NA
293593,FRONTIER ENERGY LIMITED,0.007,0.16,0.255,0.45,0.34,NA,-0.0072,-0.0189,-0.0151,-0.0213,0.0068,NA
299588,FUTURE BATTERY MINERALS LTD,0.088,0.069,0.165,0.063,0.115,0.02,-0.0139,-0.0041,-0.0077,-0.016,-0.006,-0.0286
349335,FUTURE METALS NL,NA,NA,0.185,0.105,0.044,0.021,NA,NA,-0.041,-0.0123,-0.0182,-0.0091
286103,FUTURE METALS NL- OLD,0.011,0.014,NA,NA,NA,NA,-0.0218,-0.002,NA,NA,NA,NA
295280,G11 RESOURCES LIMITED,0.17,0.032,0.024,0.025,0.024,0.018,-0.0054,-0.0105,-0.0291,-0.0038,-0.0021,-0.0014
348963,G50 CORP LIMITED,NA,NA,0.225,0.145,0.15,0.175,NA,NA,NA,-0.0223,-0.025,-0.0157
287566,G8 EDUCATION LTD,0.835,1.035,1.145,1.21,1.2,NA,0.1366,-0.2511,0.053900000000000003,0.0439,0.0692,NA
304888,GALAN LITHIUM LTD,0.23,0.155,1.01,1.195,0.655,0.12,-0.0319,-0.0173,-0.0043,-0.0178,-0.0247,-0.0252
282567,GALAXY RESOURCES,0.8,2.53,NA,NA,NA,NA,-0.6944,-0.0753,NA,NA,NA,NA
252585,GALE PACIFIC LTD,0.295,0.24,0.375,0.28,0.21,0.125,0.0321,0.0134,0.0448,0.0276,0.0134,-0.0012
325342,GALENA MINING LIMI,0.35,0.235,0.2,0.15,0.093,NA,-0.007,-0.0158,-0.0077,-0.0144,-0.0624,NA
253345,GALILEE ENERGY LTD,0.97,0.77,0.48,0.32,0.049,0.013,-0.0531,-0.0671,-0.0647,-0.0632,-0.0264,-0.0104
327122,GALILEO MINING LTD,0.12,0.21,0.255,1.32,0.295,0.155,-0.0091,-0.0074,-0.0048,-0.0073,-0.0078,0.0171
272954,GAS2GRID LTD,0.005,0.002,0.004,0.002,0.001,0.001,-8e-4,-0.0015,-0.0012,5e-4,-1e-4,-2e-4
253466,GATEWAY MINING LTD,0.021,0.019,0.018,0.087,0.029,0.0235,-8e-4,-5e-4,-9e-4,-6e-4,-0.0051,-0.0052
325412,GATHID LTD,0.27,0.25,0.29,0.042,0.026,0.018,-0.0374,-0.0342,-0.0204,-0.0573,-0.0047,-0.0129
282927,GBM GOLD LTD,0.008,NA,NA,NA,NA,NA,-0.0017,NA,NA,NA,NA,NA
286990,GBM RESOURCES LTD,0.004,0.14,0.115,0.038,0.015,0.009,-0.004,-0.0074,7e-4,-0.0013,-0.0037,-0.0039
273227,GBST HOLDINGS LTD,3.83,NA,NA,NA,NA,NA,0.187,NA,NA,NA,NA,NA
290328,GENESIS MINERALS LTD,0.034,0.088,0.135,1,1.385,2.06,-0.007,-0.0074,-0.0085,-0.1968,-0.2956,0.0774
293083,GENESIS RESOURCES LTD,0.004,0.025,0.016,0.011,0.005,0.005,-0.0023,-0.0023,-0.0028,-0.0026,-0.0025,-0.0027
319497,GENETIC SIGNATURES LTD,1.035,1.71,1.445,0.88,0.51,0.665,-0.0336,-0.0164,0.0123,0.0214,-0.098,-0.1081
246010,GENETIC TECHNOLOGIES LIMITED,0.005,0.008,0.007,0.004,0.0025,0.039,-0.0024,-0.0015,-8e-4,-8e-4,-0.0012,-0.0909
320065,GENEX POWER LTD,0.25,0.195,0.235,0.215,0.155,NA,-0.0178,-0.0263,-0.0308,-0.0035,-7e-4,NA
346855,GENMIN LIMITED,NA,0.25,0.19,0.195,0.16,NA,NA,NA,-0.0104,-0.0196,-0.0292,NA
345340,GENUSPLUS GROUP LTD,NA,NA,1.045,0.96,1.15,2.45,NA,NA,0.0863,0.0836,0.0756,0.1084
277450,GEOPACIFIC RESOURCES LTD,0.205,0.29,0.21,0.026,0.019,NA,-0.0643,-0.0259,-0.1267,-0.1385,-0.0149,NA
289157,GIBB RIVER DIAMONDS LTD,0.035,0.05,0.076,0.055,0.027,0.038,-0.0049,-0.0029,0.0097,-1e-4,-0.0032,-0.0075
278457,GLADIATOR RESOURCES LTD,0.001,0.0035,0.037,0.017,0.023,0.017,-6e-4,-7e-4,-0.0011,-0.0017,-0.0027,-0.0037
274813,GLG CORP LTD,0.12,0.125,0.265,0.28,0.155,0.2,0.0061,0.0512,0.0305,0.07,-0.0263,-0.0497
324057,GLOBAL FORTUNE INV,NA,NA,NA,NA,NA,NA,-0.0113,NA,NA,NA,NA,NA
249524,GLOBAL HEALTH LTD,0.17,0.23,0.35,0.325,0.17,0.14,-0.0386,-0.0015,-0.0115,-0.0366,-0.14,-0.0226
347403,GLOBAL LITHIUM RESOURCES LTD,NA,NA,0.395,2.2,1.37,0.22,NA,NA,-0.0136,-0.0259,-0.0185,-0.0168
211576,GLOBAL PETROLEUM LTD,0.021,0.0083,0.0053,0.0031,0.0014,0.0021,NA,NA,NA,NA,NA,NA
325244,GLOBAL URANIUM AND ENRICHMEN,0.265,0.175,0.51,0.24,0.165,0.072,-0.0312,-0.0795,-0.0173,-0.0713,-0.0222,-0.0071
246838,GLOBE INTERNATIONAL LTD,1.5,1.8,6.02,3.45,3.05,3.75,0.1977,0.1471,0.8024,0.4496,0.0376,0.2766
274740,GLOBE METALS & MINING LTD,0.018,0.029,0.1,0.072,0.038,0.04,-0.0031,-0.0031,-0.003,-0.0059,-0.0055,-0.0054
253500,GOCONNECT LTD,0.007,NA,NA,0.004,0.004,NA,NA,NA,NA,-2e-4,2e-4,NA
336589,GODOLPHIN RESOURCES LTD,NA,0.225,0.15,0.083,0.037,0.015,NA,-0.0215,-0.0182,-0.0152,-0.0295,-0.0191
299687,GOLD MOUNTAIN LTD,0.058,0.04,0.02,0.007,0.005,0.003,-0.0027,-0.0025,-0.0019,-0.017,-0.0062,-0.0014
278245,GOLD ROAD RESOURCES LTD,1.375,1.1,1.625,1.7,1.58,NA,-0.0053,0.0919,0.0418,0.0649,0.1073,NA
253509,GOLDEN CROSS RESOURCES LTD,0.019,0.019,0.019,0.01,0.0035,0.002,-0.0085,-0.0097,-0.0087,-0.0012,-0.0011,-0.0011
253510,GOLDEN DEEPS LTD,0.029,0.015,0.011,0.015,0.056,0.038,-0.0103,-0.003,-0.001,-0.0015,-6e-4,-0.0082
324607,GOLDEN MILE RESOURCES,0.076,0.064,0.048,0.029,0.03,0.012,-0.0168,-0.0658,-0.0102,-0.006,-0.0062,-0.0043
329298,GOLDEN STATE MINING LIMITED,0.1,0.24,0.135,0.041,0.036,0.012,-0.1069,-0.0446,-0.0496,-0.0359,-0.0236,-0.0113
253384,GOLDOZ LTD,0.02,0.018,1.8901,NA,NA,NA,-0.0769,-0.0097,0.0013,NA,NA,NA
281805,GOOD DRINKS AUSTRALIA LTD,0.092,0.056,0.09,0.73,0.41,0.265,0.0026,-0.0019,0.0034,0.0155,-0.0012,-0.0214
324100,GOOROO VENTURES LTD,0.057,0.057,NA,NA,NA,NA,-0.0229,-0.0199,NA,NA,NA,NA
297276,GR ENGINEERING SERVICES LTD,0.87,1.02,1.78,2.1,2.19,2.02,0.0425,-0.0472,0.1492,0.2155,0.1702,0.1892
241386,GRAINCORP LTD,7.58,4.19,8.26,7.42,7.29,NA,-0.4939,0.1538,0.6096,1.6765,1.1174,0.2765
260390,GRAND GULF ENERGY LTD,0.003,0.008,0.039,0.015,0.008,0.004,-2e-4,8e-4,3e-4,-0.0177,-0.0014,-9e-4
249489,GRANDBRIDGE LTD,NA,NA,NA,NA,NA,NA,-0.0091,NA,NA,NA,NA,NA
212428,GRANGE RESOURCES LTD,0.175,0.48,1.11,0.72,0.44,NA,0.0671,0.1764,0.2784,0.1484,0.1297,NA
324104,GREAT BOULDER RESO,0.042,0.047,0.155,0.105,0.055,0.057,-0.0168,-0.0192,-0.0035,-0.0089,-0.0081,-0.0276
357326,GREAT DIVIDE MINING LTD,NA,NA,NA,NA,0.295,0.225,NA,NA,NA,NA,NA,-0.0332
290347,GREAT NORTHERN MINERALS LTD,0.001,0.018,0.009,0.004,0.024,0.016,-0.0016,-0.0076,-0.0037,-0.0047,0.0115,-0.013
297260,GREAT SOUTHERN MINING LTD,0.05,0.105,0.053,0.033,0.023,0.019,-0.0051,-0.0057,-0.0109,-0.0036,-0.0031,-0.0026
285070,GREAT WESTERN EXPLORATION,0.005,0.28,0.19,0.0695,0.045,0.034,-8e-4,-0.0811,-0.0281,-0.0043,-0.0302,-0.0188
287291,GREEN CRITICAL MINERALS LTD,0.02,0.033,0.018,0.012,0.007,0.002,-0.0038,-0.0057,-0.003,-0.0075,-0.0027,-0.0012
350514,GREEN TECHNOLOGY METALS LTD,NA,NA,NA,0.755,0.42,0.09,NA,NA,NA,-0.0373,-0.0341,-0.0239
253400,GREENHY2 LIMITED,0.034,0.098,0.076,0.025,0.01,NA,-0.0802,6e-4,-0.0116,-0.0081,-0.0042,NA
248140,GREENSTONE RESOURCES LTD,0.022,0.027,0.026,0.065,0.009,NA,-0.002,-0.0014,-0.0013,-0.0023,-0.0017,NA
351334,GREENTECH METALS LTD,NA,NA,NA,0.14,0.4,0.11,NA,NA,NA,-0.0447,-0.0179,-0.0652
210268,GREENVALE ENERGY LTD,0.029,0.057,0.35,0.06,0.075,0.026,-0.0045,-0.0051,-0.0067,-0.0184,-0.009,-0.0068
274315,GREENWING RESOURCES LTD,0.009,0.0035,0.33,0.365,0.135,0.04,-0.0026,-0.0043,-0.0016,-0.0359,-0.032,-0.0107
217868,GREENX METALS LIMITED,0.33,0.235,0.27,0.275,0.975,0.67,-0.0167,-0.0152,-0.0038,-0.0149,-0.0137,-0.0167
202649,GROUP 6 METALS LTD,0.07,0.058,0.17,0.185,0.09,NA,-0.0114,-0.0104,-0.0157,-0.0247,-0.0302,NA
326182,GROWTHOPS LTD,0.245,0.053,NA,NA,NA,NA,-0.5521,-0.3063,NA,NA,NA,NA
285932,GTI ENERGY LTD,0.004,0.022,0.025,0.0085,0.0075,NA,-0.0023,-0.0032,-0.0019,-0.0012,-8e-4,NA
321731,GTN LTD,0.86,0.34,0.46,0.43,0.37,0.47,0.07,0.0014,-4e-4,0.013,0.0124,0.028
285641,GULF MANGANESE CORP LTD,0.006,0.0055,NA,NA,NA,NA,-0.003,-0.0011,NA,NA,NA,NA
253522,GULLEWA LTD,0.035,0.1,0.089,0.06,0.055,0.065,0.0066,0.0129,0.0079,0.0075,0.0078,0.0107
362021,GUZMAN Y GOMEZ LTD,NA,NA,NA,NA,NA,39.95,NA,NA,NA,NA,-2267,-0.1607
101742,GWA GROUP LTD,3.39,2.78,2.74,1.91,1.845,2.41,0.1673,0.1663,0.1326,0.1326,0.1627,0.1457
272288,GWR GROUP LTD,0.088,0.195,0.145,0.078,0.084,0.082,-0.0121,-0.0087,0.0305,-0.0061,-0.0074,-0.0031
327264,HALO FOOD CO LIMITED,0.23,0.12,0.049,0.009,NA,NA,-0.0385,-0.0325,-0.0269,-0.1249,NA,NA
350561,HAMELIN GOLD LTD,NA,NA,NA,0.115,0.086,0.068,NA,NA,NA,-0.0158,-0.0087,-0.0084
256011,HAMMER METALS LIMITED,0.032,0.041,0.061,0.05,0.046,0.035,-0.0029,-0.004,-8e-4,-8e-4,-0.0016,0.0071
253526,HAMPTON HILL MINING NL,0.025,0.025,0.025,NA,NA,NA,-0.0056,-0.0059,0.0024,-0.0145,-0.002,-9e-4
242602,HANCOCK & GORE LTD,0.37,0.185,0.33,0.28,0.43,NA,0.019,-0.1933,0.1159,0.0266,0.0366,NA
242369,HANSEN TECHNOLOGIES LTD,3.78,3.88,5.53,4.45,5.29,4.76,0.109,0.1301,0.2881,0.2091,0.2114,0.1037
351627,HAODEX LTD,NA,NA,NA,NA,0.415,0.415,NA,NA,NA,-0.0241,-0.0074,-0.0043
202741,HAOMA MINING NL,NA,NA,NA,NA,NA,NA,-0.0279,-0.0251,-0.022,-0.0188,-0.04,NA
296479,HARANGA RESOURCES LTD,NA,NA,0.21,0.14,0.115,NA,NA,NA,NA,-0.1316,-0.0529,NA
346524,HARTSHEAD RESOURCES NL,NA,NA,0.023,0.042,0.027,0.006,NA,NA,-0.0057,-0.002,7e-4,-0.001
312715,HARVEST MINERALS LTD,0.049,0.0275,0.1588,0.065,0.0148,NA,NA,NA,NA,NA,NA,NA
324059,HARVEST TECHNOLOGY GROUP LTD,0.025,0.35,0.34,0.065,0.028,0.018,-0.01,-0.0182,-0.0213,-0.0249,-0.0159,-0.0172
203007,HARVEY NORMAN HLDGS LTD,4.53,4.53,5.03,4.04,3.87,4.95,0.347,0.3919,0.6753,0.6513,0.433,0.2829
290324,HASTINGS TECH METALS LTD,0.18,0.12,0.25,3.46,0.725,0.29,-0.0065,-0.0043,-0.0048,-0.1033,-0.0869,-0.2411
253531,HAVILAH RESOURCES LTD,0.1,0.185,0.185,0.305,0.215,0.205,-0.0336,-0.019,-0.008,-0.0095,0.0093,0.0176
287272,HAWSONS IRON LTD,0.044,0.035,0.079,0.4,0.041,0.026,-0.0084,-0.0147,-0.0067,-0.0295,0.0113,-0.0039
217874,HAWTHORN RESOURCES LTD,0.052,0.13,0.058,0.089,0.092,0.061,0.0228,0.0271,-0.005,0.0028,3e-4,-0.0016
320816,HAZER GROUP LTD,0.39,0.54,0.935,0.575,0.53,0.365,-0.0471,-0.0299,-0.0822,-0.1038,-0.0719,-0.0928
241405,HEALIUS LTD,3.22,3.59,4.8,3.37,2.3,1.725,0.0921,0.1156,0.1071,0.5038,-0.667,-0.964
211546,HEALTH AND PLANT PROTEIN GRP,0.22,0.185,0.19,0.075,0.042,0.042,-0.0027,-0.0289,-0.099,0.0054,-0.0524,-0.0066
347158,HEALTH HOUSE INTERNATIONAL L,NA,NA,0.105,0.013,NA,NA,NA,NA,-0.0432,-0.0966,NA,NA
327958,HEALTHIA LTD,0.875,1.055,1.87,1.47,1.75,NA,-0.0225,0.0427,0.0648,-0.0282,0.0401,NA
324107,HEARME OUT LTD,NA,NA,NA,NA,NA,NA,-0.0099,NA,NA,NA,NA,NA
349940,HEAVY MINERALS LTD,NA,NA,0.19,0.14,0.099,0.093,NA,NA,NA,-0.0228,-0.0218,-0.0195
353828,HEAVY RARE EARTHS LTD,NA,NA,NA,0.175,0.091,0.032,NA,NA,NA,NA,-0.0281,-0.0192
312825,HELIOS ENERGY LTD,0.23,0.175,0.14,0.083,0.052,0.016,-0.002,-0.0058,-0.0024,-0.002,-0.0033,-0.0019
203038,HELIX RESOURCES NL,0.018,0.016,0.018,0.0065,0.004,0.0045,-0.0017,-0.001,-9e-4,-0.0014,-0.0034,-5e-4
249497,HELLOWORLD TRAVEL LTD,4.69,1.81,2.56,1.885,2.66,1.965,0.3153,-0.5647,-0.2334,-0.1813,0.1238,0.1918
329138,HERAMED LIMITED,0.145,0.097,0.195,0.105,0.02,NA,-0.0354,-0.0267,-0.0327,-0.0228,-0.0173,NA
253535,HERON RESOURCES LTD,0.38,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290241,HEXAGON ENERGY MATERIALS LTD,0.059,0.055,0.075,0.017,0.009,0.023,-0.007,-0.008,-0.0055,-0.0316,-0.0019,-0.003
285947,HEXIMA LTD,NA,NA,0.485,0.015,0.022,0.017,NA,NA,-0.0614,-0.0656,-0.0115,-0.0056
284142,HIGH PEAK ROYALTIES LTD,0.125,0.06,0.052,0.066,0.065,0.063,-0.004,-0.006,-0.0069,-0.0037,0.0024,-9e-4
355026,HIGH-TECH METALS LTD,NA,NA,NA,NA,0.185,0.145,NA,NA,NA,NA,-0.083,-0.0225
274028,HIGHCOM LIMITED,0.755,0.59,0.365,0.46,0.32,0.19,0.0042,0.0059,-0.058,0.0627,0.0601,-0.1131
313322,HIGHFIELD RESOURCES LTD,0.345,0.715,0.975,0.63,0.425,NA,-0.0228,-0.074,-0.0196,-0.0158,-0.0311,NA
242636,HILLGROVE RESOURCES LTD,0.037,0.041,0.064,0.053,0.068,NA,-0.0172,-0.0127,-0.0061,-0.0051,-0.0097,NA
203071,HILLS LTD,0.245,0.15,0.12,0.065,NA,NA,NA,NA,NA,NA,NA,NA
343984,HIPAGES GROUP HOLDINGS LTD,NA,NA,3.57,1.36,0.825,1.255,NA,NA,-0.0504,-0.007,-0.0392,0.0267
347413,HIREMII LIMITED,NA,NA,0.1,0.053,0.04,0.057,NA,NA,-0.1613,-0.0336,-0.0133,-0.0074
321150,HIRO BRANDS LIMITED,0.014,0.006,0.068,4.42,NA,NA,-0.0457,-0.02,-0.1665,0.0401,NA,NA
247469,HITECH GROUP AUSTRALIA,1.1,1.495,2.15,1.98,1.895,1.95,0.0762,0.0877,0.0933,0.1073,0.1289,0.1426
347783,HITIQ LIMITED,NA,NA,0.15,0.055,0.018,0.012,NA,NA,-0.0661,-0.0525,-0.0248,-0.0092
260478,HOLISTA COLLTECH LTD,0.11,0.065,0.034,0.016,0.01,NA,-0.0029,-0.0204,-0.0046,-0.0052,-0.0172,NA
323035,HORIZON GOLD LTD,0.28,0.45,0.365,0.33,0.33,0.37,-0.0337,0.0598,-0.012,-0.0045,-0.0171,-0.0124
203336,HORIZON MINERALS LTD,0.125,0.125,0.1,0.066,0.038,0.048,-0.0129,0.0024,0.0045,-0.0493,-0.0016,-0.0048
200782,HORIZON OIL LTD,0.14,0.058,0.09,0.1475,0.18,0.2,0.0275,-0.0423,0.0037,0.0154,0.0274,0.016
295174,HORSESHOE METALS LTD,0.012,0.012,0.043,0.023,0.008,NA,-0.0038,-0.0054,-0.0087,-0.0044,-0.0021,NA
294531,HOT CHILI LTD,0.045,0.039,0.037,0.91,1.2,0.865,-0.0047,-7e-4,-0.0035,-0.0749,-0.0437,-0.0613
287277,HRL HOLDINGS LTD,0.11,0.105,0.115,NA,NA,NA,-0.0144,-0.0051,0.0027,NA,NA,NA
334763,HUBIFY LTD,NA,0.088,0.08,0.04,0.015,0.01,NA,0.0076,0.002,-0.0025,0.001,-0.0095
253545,HUDSON RESOURCES LTD,NA,NA,NA,NA,NA,NA,-0.0284,-0.0494,0.0222,0.0313,0.0041,NA
318563,HUON AQUACULTURE GROUP,4.7,2.9,3.51,NA,NA,NA,0.1082,0.0563,-1.2079,NA,NA,NA
231038,HUTCHISON TELECOM AUSTRALIA,0.13,0.13,0.081,0.044,0.026,NA,-0.0114,0.0608,-0.0016,-0.0294,-0.0091,NA
254396,HYDRIX LTD,0.029,0.27,0.13,0.059,0.026,0.013,-0.0065,-0.0435,-0.0684,-0.0319,-0.0017,-0.0376
276802,HYDROCARBON DYNAMICS LTD,0.014,0.022,0.013,0.015,0.004,NA,-0.0127,-0.0062,-0.0084,-0.0031,-0.0057,NA
319061,HYGROVEST LTD,0.245,0.094,0.078,0.068,0.053,0.054,0.094,-0.177,-0.0175,-0.0693,-0.0174,-6e-4
274808,HYTERRA LTD,0.006,0.025,0.025,NA,NA,NA,-0.0059,-0.0034,-0.009,NA,NA,NA
323930,I SYNERGY GROUP LTD,0.1,0.051,0.071,0.017,0.007,NA,-0.0118,-0.008,-0.0057,-0.0305,-0.003,NA
324056,ICANDY INTERACTIVE,0.024,0.1,0.12,0.055,0.029,NA,-0.0068,-8e-4,-0.0069,-0.0012,-0.0101,NA
313851,ICAR ASIA LTD,0.18,0.3,NA,NA,NA,NA,-0.0265,-0.0249,NA,NA,NA,NA
347055,ICENI GOLD LIMITED,NA,NA,0.235,0.098,0.076,0.039,NA,NA,-0.0289,-0.0064,-0.0062,-0.001
335588,ICETANA LTD,NA,0.135,0.115,0.034,0.033,0.024,NA,-0.0264,-0.0164,-0.0196,-0.0107,-0.0078
253640,ICON ENERGY LTD (AUS),0.014,0.022,0.013,0.014,0.01,0.006,-0.0525,-0.0049,-0.0116,-0.0021,-0.0072,-0.0015
253571,ICS GLOBAL LTD,1.25,1.9,2.19,2.19,NA,NA,0.0955,0.1165,-0.1351,-0.0335,-0.0259,NA
328879,IDENTITII LTD,0.45,0.2,0.24,0.052,0.012,0.012,-0.1627,-0.1218,-0.0446,-0.0264,-0.029,-0.0092
320762,IDP EDUCATION LTD,15.57,19.01,34.11,26.47,21.38,15.9,0.2626,0.2614,0.1426,0.3686,0.5336,0.4769
214099,IGNITE LTD,0.028,0.024,0.095,0.088,0.052,0.08,-0.0649,-0.0422,0.027,-0.0032,-0.0124,0.0048
253596,IGO LTD,6.44,4.16,8.88,13.7,12.66,5.86,0.1289,0.2625,0.1721,0.437,0.7251,0.0037
353413,ILTANI RESOURCES LTD,NA,NA,NA,NA,0.18,0.23,NA,NA,NA,NA,NA,NA
101599,ILUKA RESOURCES LTD,6.98,7.21,11.29,10.62,7.21,NA,-0.663,0.2495,0.8641,1.2154,0.805,NA
253585,IMAGE RESOURCES NL,0.13,0.19,0.255,0.125,0.07,NA,0.0214,0.0253,0.0194,0.0143,-0.0043,NA
324823,IMAGION BIOSYSTEMS LIMITED,0.012,0.155,0.062,0.017,0.074,NA,-0.01,-0.0072,-0.0058,-0.0087,-0.4092,NA
253587,IMDEX LTD,1.4,1.34,2.32,1.785,1.555,2.36,0.0737,0.0564,0.0801,0.1128,0.0795,0.0636
274806,IMEXHS LTD,0.021,2.3,0.83,0.57,0.58,NA,-0.0063,-0.1462,-0.1522,-0.0854,-0.1004,NA
247374,IMMURON LTD,0.11,0.25,0.145,0.086,0.078,0.105,-0.032,-0.0166,-0.0379,-0.0125,-0.0166,-0.0304
253523,IMMUTEP LTD,0.023,0.25,0.55,0.245,0.28,0.325,-0.0057,-0.0336,-0.0503,-0.0379,-0.0447,-0.0356
281668,IMPACT MINERALS LTD,0.01,0.025,0.015,0.007,0.013,0.013,-0.0055,-0.0012,-0.0026,-0.0011,-0.0023,-0.0023
286987,IMPEDIMED LTD,0.18,0.068,0.125,0.063,0.175,0.056,-0.0633,-0.0359,-0.0172,-0.0118,-0.0114,-0.0098
247968,IMPELUS LTD,0.006,0.006,0.006,0.69,NA,NA,-0.0182,-0.009,0.0061,-0.0045,-0.0551,NA
253592,IMUGENE LTD,0.021,0.047,0.48,0.18,0.046,0.049,-0.0022,-0.0026,-0.004,-0.0067,-0.006,-0.0211
289078,INCA MINERALS LTD,0.003,0.055,0.14,0.041,0.017,0.005,-7e-4,-4e-4,0.0044,-0.0249,-0.003,-0.0029
318339,INCENTIAPAY LTD,0.025,0.03,0.031,0.009,0.008,0.005,-0.1208,-0.0816,-0.0113,-0.0144,-0.0166,-0.0062
257860,INCITEC PIVOT LTD,3.18,2.28,3.24,3.76,2.84,NA,0.0947,0.0711,0.0768,0.5219,0.1423,-0.2468
249508,INCOME ASSET MANAGEMENT GRP,0.235,0.145,0.34,0.15,0.12,NA,-0.0536,-0.0399,-0.0754,-0.043,-0.0225,NA
242587,INDIANA RESOURCES LTD,0.028,0.048,0.058,0.064,0.058,0.097,-0.0641,-0.0385,-0.0065,-0.005,-0.004,-0.0071
296068,INDOCHINE MINING LTD,NA,NA,NA,NA,NA,NA,-1.6283,-0.8888,-0.2263,-0.2299,0.9002,NA
349280,INDUSTRIAL MINERALS LTD,NA,NA,NA,0.37,0.49,0.175,NA,NA,NA,-0.0198,-0.0243,-0.0247
275247,INFIGEN ENERGY,0.68,0.92,NA,NA,NA,NA,0.0428,0.0036,NA,NA,NA,NA
