"gvkey","conm","price_2023","price_2024","eps_2023","eps_2024"
"253300","PERCHERON THERAPEUTICS LTD",0.068,0.105,-0.017,-0.0135
"346621","PEREGRINE GOLD LIMITED",0.25,0.2,-0.0843,-0.063
"210805","PERENTI LTD",1.08,1.09,0.1388,0.1085
"316239","PERPETUAL RESOURCES LTD",0.02,0.0085,-0.0091,-0.0088
"271326","PERSEUS MINING LTD",1.645,2.61,0.3127,0.2362
"347444","PETER WARREN AUTOMOTIVE HOLD",2.5,1.67,0.3278,0.2099
"271329","PETRATHERM LTD",0.055,0.045,-0.0035,-0.0046
"254382","PHARMX TECHNOLOGIES LIMITED",0.043,0.047,-0.0015,2e-04
"293583","PHOSCO LTD",0.049,0.04,-0.0234,-0.0063
"253590","PHOSLOCK ENVIRNMNTL TECH LTD",0.025,NA,-0.0033,NA
"253501","PIEDMONT LITHIUM INC",13.32,NA,-1.14,NA
"286945","PILBARA MINERALS LTD",4.3,3.27,0.7991,0.0854
"127842","PILOT ENERGY LTD",0.026,NA,-0.0049,NA
"352367","PINNACLE MINERALS LIMITED",0.09,0.052,-0.0262,-0.0799
"327779","PIVOTAL METALS LTD",0.019,0.011,-0.0479,-0.003
"277854","PLATINA RESOURCES LIMITED",0.027,0.021,-0.0138,0.0224
"345650","PLAYSIDE STUDIOS LIMITED",0.46,0.58,-0.0172,0.0277
"290320","PNX METALS LTD",0.0025,NA,-3e-04,NA
"272518","PO VALLEY ENERGY LTD",0.029,NA,5e-04,NA
"326456","PODIUM MINERALS",0.043,0.04,-0.0203,-0.0059
"288553","POINTERRA LTD",0.089,0.049,-0.0066,-0.0073
"332503","POINTSBET HOLDINGS LTD",0.785,0.7,-0.3525,-0.1331
"347725","POLYMETALS RESOURCES LTD",0.35,0.3,-0.0871,-0.021
"246017","POLYNOVO LTD",1.305,2.61,-0.0072,0.0076
"253373","POSEIDON NICKEL LTD",0.019,0.004,-0.0035,-0.0163
"272763","POWER MINERALS LIMITED",0.25,0.125,-0.0441,-0.044
"322497","POWERHOUSE VENTURES LTD",0.043,0.082,0.0059,0.0034
"252270","PPK GROUP LTD",0.82,0.395,-0.0875,-0.1207
"277589","PRAEMIUM LTD",0.595,0.585,0.0297,0.0177
"296008","PREDICTIVE DISCOVERY LTD",0.19,0.26,-0.0064,-0.0041
"220243","PREMIER INVESTMENTS LTD",22.71,33.75,1.7031,1.6178
"252538","PRESCIENT THERAPEUTICS LTD",0.056,0.041,-0.0096,-0.0102
"244820","PRESTAL HOLDINGS LIMITED",0.395,0.083,0.0287,-0.1224
"242333","PRO MEDICUS LTD",83.39,178.25,0.5809,0.7927
"272828","PRO-PAC PACKAGING LTD",0.275,0.05,-0.0467,-0.2959
"281519","PROBIOTEC LIMITED",2.64,NA,0.1355,NA
"211536","PRODIGY GOLD NL",0.009,0.002,-0.0037,-0.0055
"253448","PROMINENCE ENERGY LTD",0.015,0.006,-0.0081,-0.0446
"326013","PROPEL FUNERAL PAR",4.3,5.78,0.1612,0.1417
"242770","PROPHECY INTL HLDS LTD",0.605,0.65,-0.0338,-0.0576
"293455","PROSPECT RESOURCES LTD",0.077,0.093,-0.0119,-0.0149
"282092","PROTEAN ENERGY LTD",0.008,0.008,-8e-04,-7e-04
"319556","PROTEOMICS INTERNATIONAL LAB",1.11,0.68,-0.053,-0.0507
"272672","PROVARIS ENERGY LTD",0.068,0.016,-0.0226,-0.0107
"248777","PROVINCE RESOURCES LTD",0.041,0.041,-0.007,-0.0022
"208584","PRT COMPANY LIMITED",0.465,NA,-6e-04,NA
"320982","PSC INSURANCE GROUP LTD",4.87,6.17,0.1579,0.158
"338382","PURE FOODS TASMANIA PTY LTD",0.1,0.017,-0.018,-0.0349
"352347","PURE RESOURCES LIMITED",0.245,0.099,-0.0201,-0.024
"320154","PUREPROFILE LTD",0.029,0.026,-0.0014,1e-04
"296409","PURIFLOH LTD",0.22,0.22,-0.0121,-0.0161
"289658","PURSUIT MINERALS LTD",0.009,0.002,-0.0031,-7e-04
"329952","PVW RESOURCES NL",0.067,0.022,-0.0627,-0.0181
"320726","PWR HOLDINGS LTD",11,9.05,0.2167,0.2089
"272696","PYC THERAPEUTICS LTD",0.057,0.17,-0.0071,-0.0096
"337108","PYX RESOURCES LTD",0.51,NA,-0.0234,NA
"220244","QANTAS AIRWAYS LTD",5.18,7.42,0.9604,0.7592
"322160","QANTM INTELLECTUAL PROPERTY",0.93,NA,0.0569,NA
"328268","QEM LIMITED",0.19,0.105,-0.0346,-0.0136
"347243","QMINES LIMITED",0.1,0.1,-0.0417,-0.0163
"324097","QORIA LIMITED",0.245,0.41,-0.1033,-0.0487
"288515","QPM ENERGY LTD",0.069,0.036,-0.0231,-0.0119
"317021","QUANTUM GRAPHITE LTD",0.57,0.55,-0.0157,-0.0129
"282382","QUBE HOLDINGS LTD",2.87,3.95,0.0996,0.1285
"253544","QUESTE COMMUNICATIONS LTD",0.024,0.049,-0.0185,0.0621
"274286","QUICKSTEP HOLDINGS LTD",0.255,0.265,-0.0796,-0.0151
"296880","QX RESOURCES LTD",0.024,0.007,-0.0023,-0.0017
"324093","RACE ONCOLOGY LTD",0.905,1.785,-0.0617,-0.084
"350935","RADIOPHARM THERANOSTICS LTD",0.12,0.028,-0.1132,-0.1241
"272692","RAGNAR METALS LTD",0.024,0.018,-0.0012,-0.0052
"295055","RAGUSA MINERALS LTD",0.038,0.018,-0.016,-0.0148
"256406","RAMELIUS RESOURCES LTD",1.435,2.2,0.0695,0.1953
"226744","RAMSAY HEALTH CARE LTD",51.87,41.62,1.1637,1.1112
"253550","RAND MINING LTD",1.3,1.78,0.1445,0.1171
"321949","RANGE INTERNATIONAL LTD",0.006,NA,-0.0019,NA
"351322","RAPID LITHIUM LTD",0.017,NA,-0.0357,NA
"325882","RARE FOODS AUSTRALIA LIMITED",0.056,0.012,-0.0071,-0.0194
"285929","RAREX LTD",0.033,0.012,-0.0154,-0.0047
"351196","RAS TECHNOLOGY HOLDINGS LTD",0.85,1.39,-0.0285,-0.0084
"282481","RBR GROUP LTD",0.003,0.001,-5e-04,-6e-04
"248015","REA GROUP LTD",154.32,201,2.6967,2.2929
"254900","REACH RESOURCES LIMITED",0.014,0.013,-0.0012,0.0029
"326570","READCLOUD LTD",0.047,NA,-0.0182,NA
"331734","READYTECH HOLDINGS LTD",3.7,3,0.0438,0.0466
"321154","RECCE PHARMACEUTICALS LTD",0.485,0.535,-0.0752,-0.0997
"350672","RECHARGE METALS LIMITED",0.2,0.028,-0.0299,-0.0156
"234811","RECKON LTD",0.54,NA,0.0491,NA
"253563","RECTIFIER TECHNOLOGIES LTD",0.049,0.008,0.0047,5e-04
"253439","RED HAWK MINING LIMITED",0.655,0.78,0.0781,-0.0535
"275521","RED HILL MINERALS LTD",4.7,3.8,-0.0354,2.404
"259011","RED METAL LTD",0.082,0.1125,-0.0253,-0.0201
"299587","RED MOUNTAIN MINING LTD",0.004,0.001,-0.0023,-0.001
"349004","RED RIDGE GROUP LIMITED",0.011,NA,-0.0104,NA
"284723","RED SKY ENERGY LTD",0.005,NA,-3e-04,NA
"256402","REDCASTLE RESOURCES LIMITED",0.014,0.009,-0.0019,-0.0017
"296289","REDFLOW LTD",0.22,NA,-0.0785,NA
"259424","REDIVIUM LIMITED",0.008,0.007,-0.0016,-7e-04
"278579","REDSTONE RESOURCES LTD",0.009,0.004,-6e-04,-0.0013
"101605","REECE LTD",18.63,28.5,0.6003,0.6492
"285158","REEDY LAGOON CORP LTD",0.006,0.003,-0.0014,-0.0011
"206145","REEF CASINO TRUST",3.05,NA,0.2157,NA
"353737","REGENER8 RESOURCES",0.15,0.1,-0.0098,-0.0114
"274429","REGIONAL EXPRESS HLDGS LTD",0.995,NA,0.1275,NA
"318480","REGIS HEALTHCARE LTD",2.7,6.19,-0.0946,-0.0711
"211367","REGIS RESOURCES LTD",1.49,2.04,-0.0322,-0.2463
"270418","REJECT SHOP LTD",5.7,3.21,0.2716,0.1239
"321584","RELIANCE WORLDWIDE CORP LTD",3.89,5.87,0.178,0.1404
"350401","REMSENSE TECHNOLOGIES LTD",0.065,0.029,-0.0355,-0.0187
"296278","RENASCOR RESOURCES LTD",0.125,0.081,2e-04,7e-04
"281517","RENEGADE EXPLORATION LTD",0.01,0.009,-0.0017,-0.0011
"253498","RENT.COM.AU LTD",0.02,0.019,-0.0078,-0.006
"253637","RENU ENERGY LIMITED",0.029,0.002,-0.0029,-0.0076
"031887","RESMED INC",147.87,244.12,6.12,6.94
"207221","RESOLUTE MINING LTD",0.43,NA,0.0308,NA
"325222","RESOLUTION MINERALS LTD",0.007,0.002,-0.0085,-0.0012
"211517","RESONANCE HEALTH LTD",0.079,0.06,-0.0017,4e-04
"291384","RESOURCE BASE LTD",0.14,0.034,-0.0635,-0.034
"339747","RESOURCE DEVELOPMENT GROUP",0.045,0.029,0.0048,0.006
"248826","RESOURCE MINING CORP",0.043,0.013,-0.0226,-0.0054
"272726","RESOURCES AND ENERGY GROUP",0.015,0.026,-0.0027,-0.0024
"244819","RESPIRI LTD",0.034,0.036,-0.0072,-0.007
"278186","RETAIL FOOD GROUP LTD",0.051,0.067,-0.0041,0.0023
"350052","REVOLVER RESOURCES HOLDINGS",0.095,0.043,-0.0123,-0.0082
"270961","REWARD MINERALS LTD",0.031,NA,-0.1029,NA
"318481","REWARDLE HOLDINGS LTD",0.029,NA,0.0118,NA
"286456","REX MINERALS LTD",0.17,0.465,-0.0419,-0.0226
"278110","REY RESOURCES LTD",0.18,0.036,-0.0105,-0.0444
"287417","RHINOMED LTD",0.036,NA,-0.0382,NA
"325750","RHYTHM BIOSCIENCES LTD",0.345,0.064,-0.0379,-0.03
"322141","RICEGROWERS LTD",8.9,NA,0.975,NA
"354888","RICHMOND VANADIUM TECH LTD",0.38,0.295,-0.0187,-0.0089
"207103","RIDLEY CORP LTD",2.3,2.62,0.1324,0.1262
"313544","RIEDEL RESOURCES LTD",0.0055,0.001,-6e-04,-0.003
"253584","RIMFIRE PACIFIC MINING LTD",0.006,0.047,-4e-04,-7e-04
"345546","RINCON RESOURCES LTD",0.033,0.026,-0.0192,-0.0089
"019565","RIO TINTO GROUP",50.17,NA,6.2033,NA
"325365","RIVERSGOLD LTD",0.013,0.005,-0.0033,-0.007
"327542","RMA GLOBAL LIMITED",0.081,0.061,-0.0094,-0.0066
"350973","ROCKETBOOTS LIMITED",0.15,0.099,-0.0469,-0.0454
"345928","ROCKETDNA LTD",0.008,NA,-0.0034,NA
"351305","RONIN RESOURCES LTD",0.14,0.105,-0.0196,-0.0317
"324106","ROOLIFE GROUP LTD",0.012,0.004,-0.0033,-0.0029
"271340","ROX RESOURCES LTD",0.235,0.135,-0.0439,-0.0378
"332834","RPM AUTOMOTIVE GROUP LTD",0.089,0.07,0.0102,0.0222
"288922","RPMGLOBAL HOLDINGS LTD",1.5,3,0.016,0.0385
"350068","RUBICON WATER LIMITED",0.615,0.255,-0.0637,-0.0624
"351329","RUBIX RESOURCES LIMITED",0.25,0.071,-0.041,-0.0925
"305088","RUMBLE RESOURCES LTD",0.11,0.044,-0.008,-0.0054
"320580","S2 RESOURCES LTD",0.18,0.08,-0.0181,-0.0178
"253608","SABRE RESOURCES",0.034,0.015,-0.0042,-0.0045
"274847","SAFEROADS HOLDINGS LTD",0.125,0.041,-0.0053,-0.0954
"260564","SANDFIRE RESOURCES LTD",6.16,10.84,-0.1181,-0.038
"314091","SANTA FE MINERALS LTD",0.044,0.037,-0.014,-0.0118
"315215","SANTANA MINERALS LTD",0.525,2.23,-0.0457,-0.0142
"100165","SANTOS LTD",7.75,NA,0.4341,NA
"352635","SARYTOGAN GRAPHITE LIMITED",0.195,0.086,-0.0152,-0.0207
"326631","SATURN METALS LTD",0.155,0.28,-0.0252,-0.0138
"287580","SAUNDERS INTL LTD",1.01,0.89,0.0884,0.0827
"253578","SAVANNAH GOLDFIELDS LIMITED",0.07,NA,-0.0833,NA
"270457","SAYONA MINING LTD",0.093,0.035,-0.0016,-0.0099
"330020","SCALARE PARTNERS HOLDINGS LI",1.104,NA,0.0167,NA
"211585","SCHAFFER CORP",17.09,22.4,0.9984,1.9885
"253639","SCIDEV LIMITED",0.3,0.64,-0.0018,0.0115
"283459","SCORPION MINERALS LTD",0.055,0.019,-0.0093,-0.0081
"325271","SCOUT SECURITY LTD",0.015,0.52,-0.0218,-0.0155
"249510","SDI LTD",0.8,0.93,0.0594,0.0877
"221190","SEAFARMS GROUP LTD",0.005,0.0025,-0.0032,-0.004
"274640","SEEING MACHINES LD",0.0545,0.0475,-0.0037,-0.0075
"272775","SEEK LTD",22.07,24.85,0.5711,-0.1681
"211572","SELECT HARVESTS LTD",2.9,NA,-0.948,NA
"209221","SENETAS CORP",0.021,0.023,-0.006,-0.0044
"331000","SENTERPRISYS LTD",0.05,0.04,-7e-04,-0.0026
"246004","SEQUOIA FINANCIAL GROUP LTD",0.485,0.395,-0.0291,-0.0237
"241412","SERVCORP LTD",3.09,5.15,0.1143,0.399
"271534","SERVICE STREAM LTD",0.93,1.52,0.0072,0.0525
"105117","SEVEN WEST MEDIA LTD",0.315,0.175,0.0941,0.0294
"317261","SG FLEET GROUP LTD",2.46,2.5,0.22,0.2623
"208326","SGH LIMITED",31.15,42.88,1.6694,1.2609
"351336","SHAPE AUSTRALIA CO LTD",1.57,2.7,0.1258,0.1925
"321868","SHAVER SHOP GROUP LTD",1.045,1.235,0.1312,0.1173
"296352","SHEFFIELD RESOURCES LTD",0.47,0.31,-0.0239,-0.0819
"315360","SHINE JUSTICE LTD",0.685,0.83,0.0192,0.036
"319927","SHRIRO HOLDINGS LTD",0.82,0.72,0.1024,0.0755
"287877","SI6 METALS LIMITED",0.008,0.001,-0.0013,-0.0021
"274076","SIERRA RUTILE HOLDINGS LTD",0.12,NA,-0.0474,NA
"254380","SIGMA HEALTHCARE LTD",1.265,NA,0.0044,NA
"253419","SIHAYO GOLD LTD",0.0015,NA,-0.0015,NA
"231316","SILEX SYSTEMS LTD",3.5,4.3,-0.0809,-0.0963
"345667","SILK LASER AUSTRALIA LIMITED",3.3,NA,0.1362,NA
"349397","SILK LOGISTICS HOLDINGS LTD",1.85,1.33,0.2079,0.0915
"287279","SILVER LAKE RESOURCES LTD",0.845,NA,0.0331,NA
"282372","SILVER MINES LTD",0.17,0.091,-0.0031,-0.0015
"326638","SIMBLE SOLUTIONS L",0.005,NA,-0.0025,NA
"318694","SIMONDS GROUP LTD",0.16,0.18,-0.0918,0.0084
"208079","SIMS LTD",13.53,12.66,0.9368,0.0093
"346147","SINGULAR HEALTH GROUP LTD",0.037,0.09,-0.049,-0.018
"252274","SIPA RESOURCES LTD",0.02,0.015,-0.0115,-4e-04
"339999","SIREN GOLD LIMITED",0.055,NA,-0.0142,NA
"253481","SITE GROUP INTERNATIONAL LTD",0.003,0.002,-0.0031,-0.0015
"351013","SITEMINDER LTD",4.63,6.32,-0.189,-0.095
"273070","SIV CAPITAL LTD",0.19,0.16,0.0037,0.0076
"324217","SKIN ELEMENTS LTD",0.006,0.004,-0.0261,-0.0039
"253460","SKS TECHNOLOGIES GROUP LTD",0.19,1.54,0.0058,0.0604
"260652","SKY METALS LTD",0.043,0.046,-0.025,-0.0041
"212167","SKYCITY ENTERTAINMENT GROUP",1.93,1.38,0.0105,-0.1889
"282223","SMART PARKING LTD",0.33,0.59,0.0182,0.0106
"317925","SMARTGROUP CORPORATION LTD",9.71,NA,0.4774,NA
"201555","SMARTPAY HOLDINGS LTD",1.33,NA,0.0353,NA
"355262","SOCO CORPORATION LTD",0.305,0.1,0.0131,-0.0036
"352756","SOLSTICE MINERALS LIMITED",0.13,0.215,-0.0689,0.046
"327785","SOMERSET MINERALS LIMITED",0.026,0.003,-0.0249,-0.0381
"271334","SOMNOMED LTD",0.705,0.4,-0.1001,-0.1014
"207097","SONIC HEALTHCARE LTD",29.8,27.23,1.4581,1.0735
"104566","SOUL PATTINSON WASH H & CO",33.42,33.47,2.1865,1.5578
"319687","SOUTH32 LTD",3.39,3.77,-0.0378,-0.1412
"287431","SOUTHERN CROSS ELEC ENGR",0.81,1.835,0.0769,0.0834
"352834","SOUTHERN CROSS GOLD LTD",2.98,NA,-0.043,NA
"274512","SOUTHERN CROSS MEDIA GROUP",0.76,0.48,0.0773,-0.9362
"353132","SOUTHERN PALLADIUM LIMITED",0.41,0.45,-0.08,-0.0749
"282353","SOVEREIGN METALS LTD",0.41,0.715,-0.0124,-0.0334
"253427","SPACETALK LTD",0.021,0.022,-0.0429,-0.0132
"346932","SPARC TECHNOLOGIES LIMITED",0.205,0.185,-0.0539,-0.0488
"293547","SPARTAN RESOURCES LIMITED",0.405,1.44,-0.0654,-0.0535
"325069","SPECTUR LTD NPV",0.019,0.019,-0.0162,-0.0111
"253521","SPENDA LIMITED",0.01,0.01,-0.0034,-0.0033
"253411","SPIRIT TECHNOLOGY SOLUTIONS",0.042,0.057,-0.0167,-0.0118
"248808","SPORTS ENTERTAINMENT GRP LTD",0.23,0.255,-0.0356,-0.0026
"033805","SPORTSHERO LIMITED",0.019,0.012,-0.0038,-0.0011
"289337","SPRINTEX LTD",0.018,0.07,-0.0172,-0.0113
"247872","SRG GLOBAL LTD",0.655,1.11,0.0477,0.0661
"352656","SSH GROUP LIMITED",0.15,0.069,-0.0202,0.0102
"026768","SSR MINING INC",4.46,NA,-0.48,NA
"101513","ST BARBARA LTD",0.175,0.36,-0.6207,-0.0659
"295880","ST GEORGE MINING LTD",0.04,0.035,-0.0138,-0.0087
"293528","STANMORE RESOURCES LTD",3.22,NA,0.5241,NA
"327205","STAR COMBO PHARMA",0.095,0.155,-0.0296,0.0055
"349958","STAR MINERALS",0.04,0.056,-0.0221,-0.0122
"246028","STARPHARMA HLDGS LTD",0.165,0.1,-0.0382,-0.0198
"325630","STATE GAS LTD",0.14,0.053,-0.0055,-0.014
"317923","STAVELY MINERALS LTD",0.07,0.031,-0.0277,-0.0147
"315882","STEADFAST GROUP LTD",5.64,5.67,0.1846,0.212
"328271","STEALTH GROUP HOLDINGS LTD",0.165,0.35,0.009,0.012
"203669","STEAMSHIP TRADING",13.59,NA,1.8751,NA
"352302","STELAR METALS LIMITED",0.3,0.086,-0.0188,-0.0278
"272837","STELLAR RESOURCES LTD",0.012,0.017,-0.0034,-0.0018
"350888","STEP ONE CLOTHING LIMITED",0.565,1.79,0.0465,0.0669
"248804","STONEHORSE ENERGY LTD",0.016,0.009,0.0012,0.0019
"247879","STRANDLINE RESOURCES LTD",0.115,0.095,-0.0092,-0.1316
"347248","STRATA MINERALS LIMITED",0.057,0.031,-0.0344,-0.0242
"298640","STRATEGIC ELEMENTS LTD",0.087,0.039,-0.006,-0.0058
"253334","STRATEGIC ENRGY RESOURCE LTD",0.0135,0.022,-0.0024,-0.0031
"237776","STREAMPLAY STUDIO LTD",0.007,0.007,-0.0031,-0.0013
"276539","STRICKLAND METALS LTD",0.069,0.095,-0.0017,-0.004
"271330","STRIKE ENERGY LTD",0.405,0.22,-0.008,0.0032
"253433","STRIKE RESOURCES LTD",0.057,0.033,-0.0248,0.0027
"322452","SUGAR TERMINALS LTD",1.075,1.085,0.081,0.0902
"327597","SULTAN RESOURCES L",0.021,0.006,-0.0189,-0.0054
"353291","SUMMIT MINERALS LIMITED",0.115,0.235,-0.03,-0.0879
"287232","SUNRISE ENERGY METALS LTD",0.77,0.415,-0.1013,-0.0871
"253492","SUNSHINE METALS LTD",0.013,0.0135,-0.0045,-0.0055
"283452","SUNSTONE METALS LTD",0.017,0.005,-7e-04,-7e-04
"270502","SUPER RETAIL GROUP LTD",11.99,18.17,1.1646,1.0632
"287251","SUPERIOR RESOURCES LTD",0.025,0.008,-5e-04,-7e-04
"319821","SUPERLOOP LTD",0.665,1.725,-0.0901,-0.0308
"253359","SUPPLY NETWORK LTD",15,30.5,0.6651,0.7861
"232102","SUREFIRE RESOURCES NL",0.014,0.007,-0.0023,-0.0017
"253397","SWIFT NETWORKS GROUP LIMITED",0.019,0.015,-0.0067,-0.0027
"348735","SWOOP HOLDINGS LIMITED",0.225,0.215,-0.1815,-0.0256
"277814","SYMBIO HOLDINGS LTD",2.64,NA,0.0208,NA
"315885","SYNLAIT MILK LTD",1.33,0.405,-0.0647,-0.8331
"259073","SYNTARA LIMITED",0.033,0.043,-0.0173,-0.0143
"290336","SYRAH RESOURCES LIMITED",0.495,NA,-0.1265,NA
"222202","TABCORP HOLDINGS LTD",0.94,0.505,0.0293,-0.5957
"295010","TALGA GROUP LTD",1.195,0.395,-0.1202,-0.1028
"270944","TALI DIGITAL LTD",0.001,0.001,-0.0011,-9e-04
"274582","TALISMAN MINING LTD",0.135,0.245,4e-04,-0.0155
"329444","TALIUS GROUP LIMITED",0.009,NA,-6e-04,NA
"249516","TAMAWOOD LTD",2.15,2.65,0.0602,0.153
"349508","TAMBOURAH METALS LTD",0.2,0.037,-0.009,-0.0284
"216480","TANAMI GOLD NL",0.04,0.033,-0.003,-0.0052
"327322","TARTANA MINERALS LIMITED",0.048,0.039,-0.0102,-0.0173
"311604","TARUGA MINERALS LTD",0.009,0.01,-0.0015,-0.0146
"248800","TASFOODS LTD",0.021,NA,-0.0115,NA
"253435","TASMAN RESOURCES LTD",0.006,0.005,-0.0084,-0.0184
"328310","TECHGEN METALS LTD",0.029,0.035,-0.0338,-0.0162
"324108","TECHNOLOGY METALS AUSTRALIA",0.28,NA,-0.0091,NA
"241419","TECHNOLOGY ONE LTD",15.37,NA,0.3171,NA
"325899","TELIX PHARMACEUTICALS LTD",12.89,NA,0.0163,NA
"210216","TELSTRA GROUP LIMITED",3.85,3.88,0.167,0.1405
"324044","TEMPEST MINERALS LTD",0.009,0.01,-0.0021,-0.0017
"320858","TEMPLE & WEBSTER GROUP LTD",6,13.27,0.0682,0.015
"259622","TEN SIXTY FOUR LIMITED",0.57,NA,-0.1009,NA
"271297","TENNANT MINERALS LIMITED",0.031,0.013,-0.0075,-0.0049
"314536","TERRA METALS LTD",0.053,0.038,-0.0057,-0.0206
"295119","TERRACOM LTD",0.445,0.205,0.3276,0.0324
"335465","TERRAGEN HOLDINGS LTD",0.026,0.034,-0.0166,-0.0087
"275895","TERRAIN MINERALS LTD",0.005,0.0045,-0.0012,-0.0014
"271325","TERRAMIN AUSTRALIA LTD",0.033,NA,-0.003,NA
"337098","TESORO GOLD LTD",0.019,0.037,-0.0032,-3e-04
"321257","TESSERENT LTD",0.13,NA,-0.0036,NA
"352979","TG METALS LTD",0.094,0.14,-0.0212,-0.0349
"275289","THE A2 MILK COMPANY LTD",4.56,6.85,0.2123,0.2319
"329634","THE CALMER CO INTERNATIONAL",0.005,0.01,-0.0162,-0.0033
"325465","THE GO2 PEOPLE",0.014,NA,-0.0036,NA
"351262","THE HYDRATION PHARMACEUTICAL",0.015,NA,-0.0415,NA
"322471","THE MARKET LIMITED",0.26,0.15,0.0177,-0.0198
"297921","THE STAR ENTERTAINMENT GROUP",0.61,0.295,-2.1173,-0.6675
"298147","THETA GOLD MINES LTD",0.125,0.17,-0.0116,-0.0091
"296306","THOMSON RESOURCES LTD",0.005,0.005,-0.0252,-8e-04
"320074","THRIVE TRIBE TECHNOLOGIES LI",0.027,0.001,-0.0066,-0.0106
"253612","THUNDERBIRD RESOURCES LTD",0.004,0.017,-4e-04,-0.003
"326079","TIETTO MINERALS LTD",0.615,NA,0.004,NA
"299291","TIGERS REALM COAL LTD",0.006,NA,0.0035,NA
"328874","TIMAH RESOURCES LTD",0.042,NA,0.0049,NA
"324065","TINYBEANS GROUP PTY LTD",0.125,0.082,-0.1106,-0.0491
"350807","TISSUE REPAIR LTD",0.25,0.355,-0.069,-0.0684
"213644","TITANIUM SANDS LTD",0.006,0.004,-9e-04,-0.0011
"325448","TITOMIC LIMITED",0.0145,0.13,-0.0698,-0.0136
"253642","TIVAN LTD",0.08,0.047,-0.0052,-0.0426
"315162","TLOU ENERGY LTD",0.029,0.028,-0.0053,-0.0039
"289362","TMK ENERGY LIMITED",0.003,NA,-5e-04,NA
"343867","TOMBADOR IRON LTD",0.014,NA,-0.0011,NA
"327173","TOP EDUCATION GRP",0.05,0.056,5e-04,8e-04
"345479","TOP SHELF INTERNATIONAL HOLD",0.21,0.04,-0.6381,-0.1005
"203037","TOURISM HOLDINGS LTD",3.7,1.77,0.2638,0.1817
"247829","TOYS'R'US ANZ LTD",0.015,0.059,-0.0293,-0.1125
"285372","TPC CONSOLIDATED LTD",5.26,10.05,1.4812,0.4754
"338640","TPG TELECOM LTD",4.51,NA,0.0264,NA
"272259","TRAFFIC TECHNOLOGIES LTD",0.012,0.004,-0.0108,-0.0191
"348638","TRAJAN GROUP HOLDINGS LTD",1.15,1.285,0.0124,-0.1664
"259435","TRAKA RESOURCES LTD",0.005,0.001,-0.0023,-8e-04
"253647","TRANSMETRO CORP LTD",1.805,1.65,0.1689,0.1465
"212650","TRANSURBAN GROUP",12.69,13.13,0.0208,0.1055
"297352","TREASURY WINE ESTATES LTD",12.33,12,0.3526,0.127
"275101","TRIANGLE ENERGY (GLOBAL) LTD",0.018,0.005,0.001,-0.0015
"253385","TRIBUNE RESOURCES LTD",3.25,4.85,0.01,0.0826
"327265","TRIGG MINERALS LTD",0.011,0.032,-0.0263,-0.0072
"324116","TRINEX MINERALS LIMITED",0.012,0.002,-0.005,-0.004
"037798","TRITIUM DCFC LTD",0.3028,NA,-0.78,NA
"292514","TRITON MINERALS LTD",0.014,NA,-0.0019,NA
"248782","TRIVARX LIMITED",0.0015,0.019,-9e-04,-0.0043
"284905","TRUSCOTT MINING CORP",0.058,0.072,-0.0032,-0.003
"346291","TRYPTAMINE THERAPEUTICS LTD",NA,0.018,NA,-0.0121
"275475","TTA HOLDINGS LTD",0.003,NA,-0.0106,NA
"338843","TUAS LIMITED",2.08,5.15,-0.0329,-0.0094
"314499","TUNGSTEN MINING NL",0.07,0.057,-0.0037,-0.0065
"289313","TURACO GOLD LIMITED",0.175,NA,-0.0104,NA
"285335","TYRANNA RESOURCES LTD",0.017,0.005,-0.0032,-0.013
"335514","TYRO PAYMENTS LTD",1.355,0.94,0.0116,0.0491
"201349","TZ LTD",0.024,0.019,-0.0259,4e-04
"324012","UNICO SILVER LIMITED",0.09,0.215,-0.0793,-0.0095
"319146","UNITH LTD",0.025,0.019,-9e-04,-0.0019
"344059","UNIVERSAL STORE HOLDINGS LTD",3.46,7.5,0.3248,0.4503
"318396","URBANISE.COM LTD",0.425,0.44,-0.0987,-0.054
"259437","USCOM LTD",0.05,0.014,-0.0149,-0.0118
"353057","UVRE LIMITED",0.14,0.076,-0.0509,-0.0293
"325687","VANADIUM RESOURCES LTD",0.056,0.045,-0.0046,-0.0036
"253507","VARISCAN MINES LTD",0.015,0.009,-0.0031,-0.0018
"038974","VAST RENEWABLES LTD",NA,1.14,NA,-17.5
"254186","VAULT MINERALS LIMITED",0.265,0.325,-0.0031,-0.0015
"275465","VDM GROUP LTD",0.001,NA,-2e-04,NA
"335544","VECTION TECHNOLOGIES LTD",0.039,0.008,-0.0096,-0.0088
"321313","VECTUS BIOSYSTEMS LTD",0.355,0.08,-0.0719,-0.0439
"322612","VEEM LTD",0.56,1.465,0.0303,0.0515
"351070","VENTIA SERVICES GROUP LTD",3.85,NA,0.2219,NA
"284961","VENUS METALS CORP LTD",0.125,0.061,-0.0299,0.1554
"352431","VERATIN LIMITED",0.13,NA,-0.0086,NA
"332990","VERBREC LTD",0.1,0.135,-0.043,0.0182
"289302","VERIS LTD",0.075,0.044,0.0021,-0.0091
"351128","VERTEX MINERALS LIMITED",0.14,0.175,-0.0198,-0.0136
"285229","VGI HEALTH TECHNOLOGY LIMITE",0.02,0.02,-0.011,-0.0091
"355178","VHM LIMITED",0.49,0.5,-0.1049,-0.0351
